year,geography_id,geography_name,geography_level,parent_district_id,parent_district_name,focus_role,area_type,table_basis,count_male,count_female,count_total,rate,within_area_count,outside_area_count,outside_state_count,source_id,quality_flag
2011,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,4437,4394,8831,18.03,8400,431,,karnataka_crs_2011,
2011,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,7923,7751,15674,,8400,7274,1196,karnataka_crs_2011,
2012,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,4750,3468,8218,,7953,265,121,karnataka_crs_2012,
2012,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,11559,9880,21439,19.78,7953,13486,,karnataka_crs_2012,
2012,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,21209,19014,40223,,25663,14560,784,karnataka_crs_2012,
2012,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,20751,18517,39268,18.5,25663,13605,,karnataka_crs_2012,
2012,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_occurrence,16459,15546,32005,,17710,14295,663,karnataka_crs_2012,
2012,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_residence,9192,8637,17829,17.17,17710,119,,karnataka_crs_2012,
2012,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,9010,8640,17650,,8633,9017,428,karnataka_crs_2012,
2012,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,4729,4648,9377,18.01,8633,744,,karnataka_crs_2012,
2013,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,5142,3634,8776,,7764,1012,419,karnataka_crs_2013,
2013,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,10447,8719,19166,17.8,7764,11402,,karnataka_crs_2013,
2013,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,19967,18276,38243,,22215,16028,2468,karnataka_crs_2013,
2013,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,17754,16266,34020,15.84,22215,11805,,karnataka_crs_2013,
2013,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_occurrence,14825,14642,29467,,14451,15016,2049,karnataka_crs_2013,
2013,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_residence,7307,7547,14854,13.87,14451,403,,karnataka_crs_2013,
2013,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,8204,8635,16839,,8931,7908,1475,karnataka_crs_2013,
2013,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,4370,4859,9229,17.18,8931,298,,karnataka_crs_2013,
2014,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,4837,3426,8263,,7472,791,522,karnataka_crs_2014,
2014,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,10296,8505,18801,17.58,7472,11329,,karnataka_crs_2014,
2014,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,20370,17894,38264,,21317,16947,2991,karnataka_crs_2014,
2014,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,17530,15204,32734,15.05,21317,11417,,karnataka_crs_2014,
2014,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_occurrence,15533,14468,30001,,13845,16156,2469,karnataka_crs_2014,
2014,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,URBAN,place_of_residence,7234,6699,13933,12.61,13845,88,,karnataka_crs_2014,
2014,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_occurrence,8871,8344,17215,,9447,7768,1867,karnataka_crs_2014,
2014,mangaluru_city,Mangaluru City,city,dakshina_kannada,Dakshina Kannada,primary_city,ONE_LAKH_PLUS_TOWN,place_of_residence,4967,4623,9590,17.3,9447,143,,karnataka_crs_2014,
2015,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_occurrence,4221,3158,7379,,6474,905,563,karnataka_crs_2015,
2015,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,RURAL,place_of_residence,9327,7816,17143,16.13,6474,10669,,karnataka_crs_2015,
2015,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_occurrence,21186,18335,39521,,22840,16681,3274,karnataka_crs_2015,
2015,dakshina_kannada,Dakshina Kannada,district,dakshina_kannada,Dakshina Kannada,primary_district,TOTAL,place_of_residence,18211,15463,33674,15.29,22840,10834,,karnataka_crs_2015,
