event_month,event_year,family_group,family_group_label,source_label,event_count
2023-02,2023,civic_infrastructure,Civic work,Namma Kudla News,19
2023-02,2023,education,Education,Daijiworld,1
2023-02,2023,education,Education,Namma Kudla News,12
2023-02,2023,fire_emergency,Fire and emergency,Daijiworld,8
2023-02,2023,fire_emergency,Fire and emergency,Namma Kudla News,2
2023-02,2023,governance,Governance,Namma Kudla News,19
2023-02,2023,health,Health,Daijiworld,5
2023-02,2023,health,Health,Namma Kudla News,21
2023-02,2023,other,Other,Namma Kudla News,51
2023-02,2023,crime_public_safety,Public safety,Daijiworld,7
2023-02,2023,crime_public_safety,Public safety,Namma Kudla News,9
2023-02,2023,flood_weather,Rain and weather,Namma Kudla News,8
2023-02,2023,road_safety,Road safety,Daijiworld,14
2023-02,2023,road_safety,Road safety,Namma Kudla News,24
2023-02,2023,road_safety,Road safety,Other sources,1
2023-03,2023,civic_infrastructure,Civic work,Daijiworld,1
2023-03,2023,civic_infrastructure,Civic work,Namma Kudla News,35
2023-03,2023,education,Education,Mangalore Today,3
2023-03,2023,education,Education,Namma Kudla News,7
2023-03,2023,fire_emergency,Fire and emergency,Daijiworld,16
2023-03,2023,fire_emergency,Fire and emergency,Mangalore Today,1
2023-03,2023,fire_emergency,Fire and emergency,Namma Kudla News,2
2023-03,2023,governance,Governance,Daijiworld,7
2023-03,2023,governance,Governance,Namma Kudla News,29
2023-03,2023,health,Health,Daijiworld,5
2023-03,2023,health,Health,Mangalore Today,1
2023-03,2023,health,Health,Namma Kudla News,25
2023-03,2023,other,Other,Daijiworld,10
2023-03,2023,other,Other,Namma Kudla News,50
2023-03,2023,crime_public_safety,Public safety,Daijiworld,1
2023-03,2023,crime_public_safety,Public safety,Namma Kudla News,16
2023-03,2023,flood_weather,Rain and weather,Daijiworld,2
2023-03,2023,flood_weather,Rain and weather,Namma Kudla News,23
2023-03,2023,road_safety,Road safety,Daijiworld,30
2023-03,2023,road_safety,Road safety,Mangalore Today,6
2023-03,2023,road_safety,Road safety,Namma Kudla News,33
2023-04,2023,civic_infrastructure,Civic work,Daijiworld,8
2023-04,2023,civic_infrastructure,Civic work,Mangalore Today,4
2023-04,2023,civic_infrastructure,Civic work,Namma Kudla News,32
2023-04,2023,education,Education,Mangalore Today,9
2023-04,2023,education,Education,Namma Kudla News,12
2023-04,2023,fire_emergency,Fire and emergency,Daijiworld,8
2023-04,2023,fire_emergency,Fire and emergency,Mangalore Today,6
2023-04,2023,governance,Governance,Daijiworld,2
2023-04,2023,governance,Governance,Namma Kudla News,48
2023-04,2023,health,Health,Daijiworld,3
2023-04,2023,health,Health,Mangalore Today,2
2023-04,2023,health,Health,Namma Kudla News,19
2023-04,2023,other,Other,Daijiworld,3
2023-04,2023,other,Other,Mangalore Today,3
2023-04,2023,other,Other,Namma Kudla News,105
2023-04,2023,crime_public_safety,Public safety,Daijiworld,4
2023-04,2023,crime_public_safety,Public safety,Mangalore Today,4
2023-04,2023,crime_public_safety,Public safety,Namma Kudla News,4
2023-04,2023,flood_weather,Rain and weather,Daijiworld,1
2023-04,2023,flood_weather,Rain and weather,Mangalore Today,2
2023-04,2023,flood_weather,Rain and weather,Namma Kudla News,16
2023-04,2023,road_safety,Road safety,Daijiworld,40
2023-04,2023,road_safety,Road safety,Mangalore Today,18
2023-04,2023,road_safety,Road safety,Namma Kudla News,26
2023-05,2023,civic_infrastructure,Civic work,Daijiworld,5
2023-05,2023,civic_infrastructure,Civic work,Mangalore Today,2
2023-05,2023,civic_infrastructure,Civic work,Namma Kudla News,3
2023-05,2023,education,Education,Mangalore Today,19
2023-05,2023,education,Education,Namma Kudla News,3
2023-05,2023,fire_emergency,Fire and emergency,Daijiworld,5
2023-05,2023,fire_emergency,Fire and emergency,Mangalore Today,3
2023-05,2023,governance,Governance,Daijiworld,1
2023-05,2023,governance,Governance,Namma Kudla News,6
2023-05,2023,health,Health,Daijiworld,1
2023-05,2023,health,Health,Mangalore Today,1
2023-05,2023,health,Health,Namma Kudla News,5
2023-05,2023,other,Other,Daijiworld,1
2023-05,2023,other,Other,Mangalore Today,4
2023-05,2023,other,Other,Namma Kudla News,17
2023-05,2023,crime_public_safety,Public safety,Daijiworld,1
2023-05,2023,crime_public_safety,Public safety,Mangalore Today,3
2023-05,2023,flood_weather,Rain and weather,Daijiworld,6
2023-05,2023,flood_weather,Rain and weather,Mangalore Today,2
2023-05,2023,flood_weather,Rain and weather,Namma Kudla News,2
2023-05,2023,road_safety,Road safety,Daijiworld,63
2023-05,2023,road_safety,Road safety,Mangalore Today,16
2023-05,2023,road_safety,Road safety,Namma Kudla News,4
2023-06,2023,civic_infrastructure,Civic work,Daijiworld,6
2023-06,2023,civic_infrastructure,Civic work,Mangalore Today,6
2023-06,2023,education,Education,Mangalore Today,16
2023-06,2023,fire_emergency,Fire and emergency,Daijiworld,3
2023-06,2023,fire_emergency,Fire and emergency,Mangalore Today,1
2023-06,2023,governance,Governance,Daijiworld,1
2023-06,2023,health,Health,Daijiworld,2
2023-06,2023,health,Health,Mangalore Today,2
2023-06,2023,other,Other,Daijiworld,3
2023-06,2023,other,Other,Mangalore Today,3
2023-06,2023,crime_public_safety,Public safety,Daijiworld,2
2023-06,2023,crime_public_safety,Public safety,Mangalore Today,6
2023-06,2023,flood_weather,Rain and weather,Daijiworld,10
2023-06,2023,flood_weather,Rain and weather,Mangalore Today,7
2023-06,2023,road_safety,Road safety,Daijiworld,80
2023-06,2023,road_safety,Road safety,Mangalore Today,20
2023-07,2023,civic_infrastructure,Civic work,Daijiworld,3
2023-07,2023,civic_infrastructure,Civic work,Mangalore Today,6
2023-07,2023,civic_infrastructure,Civic work,Namma Kudla News,9
2023-07,2023,education,Education,Mangalore Today,13
2023-07,2023,education,Education,Namma Kudla News,8
2023-07,2023,fire_emergency,Fire and emergency,Daijiworld,8
2023-07,2023,fire_emergency,Fire and emergency,Mangalore Today,6
2023-07,2023,fire_emergency,Fire and emergency,Namma Kudla News,1
2023-07,2023,governance,Governance,Daijiworld,2
2023-07,2023,governance,Governance,Namma Kudla News,4
2023-07,2023,health,Health,Daijiworld,1
2023-07,2023,health,Health,Namma Kudla News,3
2023-07,2023,other,Other,Daijiworld,1
2023-07,2023,other,Other,Mangalore Today,1
2023-07,2023,other,Other,Namma Kudla News,13
2023-07,2023,crime_public_safety,Public safety,Daijiworld,1
2023-07,2023,crime_public_safety,Public safety,Mangalore Today,4
2023-07,2023,crime_public_safety,Public safety,Namma Kudla News,5
2023-07,2023,flood_weather,Rain and weather,Daijiworld,27
2023-07,2023,flood_weather,Rain and weather,Mangalore Today,13
2023-07,2023,flood_weather,Rain and weather,Namma Kudla News,8
2023-07,2023,road_safety,Road safety,Daijiworld,73
2023-07,2023,road_safety,Road safety,Mangalore Today,20
2023-07,2023,road_safety,Road safety,Namma Kudla News,6
2023-08,2023,civic_infrastructure,Civic work,Daijiworld,5
2023-08,2023,civic_infrastructure,Civic work,Mangalore Today,3
2023-08,2023,civic_infrastructure,Civic work,Namma Kudla News,19
2023-08,2023,education,Education,Daijiworld,1
2023-08,2023,education,Education,Mangalore Today,9
2023-08,2023,education,Education,Namma Kudla News,22
2023-08,2023,fire_emergency,Fire and emergency,Daijiworld,1
2023-08,2023,fire_emergency,Fire and emergency,Mangalore Today,4
2023-08,2023,fire_emergency,Fire and emergency,Namma Kudla News,2
2023-08,2023,governance,Governance,Daijiworld,1
2023-08,2023,governance,Governance,Namma Kudla News,28
2023-08,2023,health,Health,Daijiworld,4
2023-08,2023,health,Health,Mangalore Today,3
2023-08,2023,health,Health,Namma Kudla News,22
2023-08,2023,other,Other,Daijiworld,1
2023-08,2023,other,Other,Mangalore Today,7
2023-08,2023,other,Other,Namma Kudla News,36
2023-08,2023,crime_public_safety,Public safety,Daijiworld,2
2023-08,2023,crime_public_safety,Public safety,Mangalore Today,10
2023-08,2023,crime_public_safety,Public safety,Namma Kudla News,27
2023-08,2023,flood_weather,Rain and weather,Daijiworld,6
2023-08,2023,flood_weather,Rain and weather,Mangalore Today,2
2023-08,2023,flood_weather,Rain and weather,Namma Kudla News,14
2023-08,2023,road_safety,Road safety,Daijiworld,52
2023-08,2023,road_safety,Road safety,Mangalore Today,14
2023-08,2023,road_safety,Road safety,Namma Kudla News,22
2023-09,2023,civic_infrastructure,Civic work,Daijiworld,4
2023-09,2023,civic_infrastructure,Civic work,Mangalore Today,7
2023-09,2023,civic_infrastructure,Civic work,Namma Kudla News,28
2023-09,2023,education,Education,Mangalore Today,10
2023-09,2023,education,Education,Namma Kudla News,13
2023-09,2023,fire_emergency,Fire and emergency,Daijiworld,4
2023-09,2023,fire_emergency,Fire and emergency,Mangalore Today,3
2023-09,2023,governance,Governance,Daijiworld,2
2023-09,2023,governance,Governance,Namma Kudla News,22
2023-09,2023,health,Health,Daijiworld,4
2023-09,2023,health,Health,Mangalore Today,6
2023-09,2023,health,Health,Namma Kudla News,29
2023-09,2023,other,Other,Mangalore Today,7
2023-09,2023,other,Other,Namma Kudla News,43
2023-09,2023,crime_public_safety,Public safety,Daijiworld,1
2023-09,2023,crime_public_safety,Public safety,Mangalore Today,1
2023-09,2023,crime_public_safety,Public safety,Namma Kudla News,14
2023-09,2023,flood_weather,Rain and weather,Daijiworld,1
2023-09,2023,flood_weather,Rain and weather,Namma Kudla News,7
2023-09,2023,road_safety,Road safety,Daijiworld,58
2023-09,2023,road_safety,Road safety,Mangalore Today,22
2023-09,2023,road_safety,Road safety,Namma Kudla News,17
2023-10,2023,civic_infrastructure,Civic work,Daijiworld,4
2023-10,2023,civic_infrastructure,Civic work,Mangalore Today,7
2023-10,2023,civic_infrastructure,Civic work,Namma Kudla News,26
2023-10,2023,education,Education,Mangalore Today,6
2023-10,2023,education,Education,Namma Kudla News,9
2023-10,2023,fire_emergency,Fire and emergency,Daijiworld,3
2023-10,2023,fire_emergency,Fire and emergency,Mangalore Today,4
2023-10,2023,fire_emergency,Fire and emergency,Namma Kudla News,4
2023-10,2023,governance,Governance,Daijiworld,1
2023-10,2023,governance,Governance,Namma Kudla News,20
2023-10,2023,health,Health,Daijiworld,3
2023-10,2023,health,Health,Mangalore Today,1
2023-10,2023,health,Health,Mangalorean.com,3
2023-10,2023,health,Health,Namma Kudla News,20
2023-10,2023,other,Other,Daijiworld,1
2023-10,2023,other,Other,Mangalore Today,3
2023-10,2023,other,Other,Namma Kudla News,53
2023-10,2023,crime_public_safety,Public safety,Daijiworld,1
2023-10,2023,crime_public_safety,Public safety,Mangalore Today,3
2023-10,2023,crime_public_safety,Public safety,Namma Kudla News,8
2023-10,2023,flood_weather,Rain and weather,Daijiworld,1
2023-10,2023,flood_weather,Rain and weather,Mangalore Today,4
2023-10,2023,flood_weather,Rain and weather,Namma Kudla News,6
2023-10,2023,road_safety,Road safety,Daijiworld,77
2023-10,2023,road_safety,Road safety,Mangalore Today,23
2023-10,2023,road_safety,Road safety,Mangalorean.com,1
2023-10,2023,road_safety,Road safety,Namma Kudla News,19
2023-11,2023,civic_infrastructure,Civic work,Daijiworld,7
2023-11,2023,civic_infrastructure,Civic work,Mangalore Today,2
2023-11,2023,civic_infrastructure,Civic work,Mangalorean.com,1
2023-11,2023,civic_infrastructure,Civic work,Namma Kudla News,25
2023-11,2023,education,Education,Mangalore Today,7
2023-11,2023,education,Education,Namma Kudla News,14
2023-11,2023,fire_emergency,Fire and emergency,Daijiworld,4
2023-11,2023,fire_emergency,Fire and emergency,Mangalore Today,11
2023-11,2023,governance,Governance,Namma Kudla News,16
2023-11,2023,health,Health,Daijiworld,1
2023-11,2023,health,Health,Mangalore Today,2
2023-11,2023,health,Health,Mangalorean.com,2
2023-11,2023,health,Health,Namma Kudla News,17
2023-11,2023,other,Other,Namma Kudla News,39
2023-11,2023,crime_public_safety,Public safety,Daijiworld,2
2023-11,2023,crime_public_safety,Public safety,Mangalore Today,2
2023-11,2023,crime_public_safety,Public safety,Namma Kudla News,7
2023-11,2023,flood_weather,Rain and weather,Daijiworld,2
2023-11,2023,flood_weather,Rain and weather,Namma Kudla News,4
2023-11,2023,road_safety,Road safety,Daijiworld,59
2023-11,2023,road_safety,Road safety,Mangalore Today,25
2023-11,2023,road_safety,Road safety,Mangalorean.com,3
2023-11,2023,road_safety,Road safety,Namma Kudla News,18
2023-12,2023,civic_infrastructure,Civic work,Mangalore Today,8
2023-12,2023,civic_infrastructure,Civic work,Mangalorean.com,1
2023-12,2023,civic_infrastructure,Civic work,Namma Kudla News,18
2023-12,2023,education,Education,Mangalore Today,10
2023-12,2023,education,Education,Namma Kudla News,12
2023-12,2023,fire_emergency,Fire and emergency,Daijiworld,2
2023-12,2023,fire_emergency,Fire and emergency,Mangalore Today,4
2023-12,2023,fire_emergency,Fire and emergency,Namma Kudla News,1
2023-12,2023,governance,Governance,Namma Kudla News,14
2023-12,2023,health,Health,Daijiworld,4
2023-12,2023,health,Health,Mangalore Today,15
2023-12,2023,health,Health,Mangalorean.com,2
2023-12,2023,health,Health,Namma Kudla News,17
2023-12,2023,other,Other,Daijiworld,1
2023-12,2023,other,Other,Mangalore Today,8
2023-12,2023,other,Other,Namma Kudla News,18
2023-12,2023,crime_public_safety,Public safety,Daijiworld,1
2023-12,2023,crime_public_safety,Public safety,Namma Kudla News,13
2023-12,2023,flood_weather,Rain and weather,Daijiworld,1
2023-12,2023,flood_weather,Rain and weather,Mangalore Today,2
2023-12,2023,flood_weather,Rain and weather,Namma Kudla News,2
2023-12,2023,road_safety,Road safety,Daijiworld,45
2023-12,2023,road_safety,Road safety,Mangalore Today,22
2023-12,2023,road_safety,Road safety,Namma Kudla News,17
2024-01,2024,civic_infrastructure,Civic work,Daijiworld,1
2024-01,2024,civic_infrastructure,Civic work,Mangalore Today,3
2024-01,2024,civic_infrastructure,Civic work,Namma Kudla News,15
2024-01,2024,education,Education,Mangalore Today,5
2024-01,2024,education,Education,Namma Kudla News,11
2024-01,2024,fire_emergency,Fire and emergency,Daijiworld,8
2024-01,2024,fire_emergency,Fire and emergency,Mangalore Today,5
2024-01,2024,governance,Governance,Namma Kudla News,15
2024-01,2024,health,Health,Daijiworld,5
2024-01,2024,health,Health,Mangalore Today,5
2024-01,2024,health,Health,Mangalorean.com,2
2024-01,2024,health,Health,Namma Kudla News,15
2024-01,2024,other,Other,Daijiworld,1
2024-01,2024,other,Other,Mangalore Today,3
2024-01,2024,other,Other,Namma Kudla News,34
2024-01,2024,crime_public_safety,Public safety,Mangalore Today,1
2024-01,2024,crime_public_safety,Public safety,Namma Kudla News,6
2024-01,2024,flood_weather,Rain and weather,Mangalore Today,3
2024-01,2024,flood_weather,Rain and weather,Namma Kudla News,2
2024-01,2024,road_safety,Road safety,Daijiworld,28
2024-01,2024,road_safety,Road safety,Mangalore Today,21
2024-01,2024,road_safety,Road safety,Mangalorean.com,3
2024-01,2024,road_safety,Road safety,Namma Kudla News,11
2024-02,2024,civic_infrastructure,Civic work,Daijiworld,1
2024-02,2024,civic_infrastructure,Civic work,Mangalore Today,4
2024-02,2024,civic_infrastructure,Civic work,Namma Kudla News,18
2024-02,2024,education,Education,Mangalore Today,27
2024-02,2024,education,Education,Namma Kudla News,25
2024-02,2024,fire_emergency,Fire and emergency,Daijiworld,3
2024-02,2024,fire_emergency,Fire and emergency,Mangalore Today,3
2024-02,2024,governance,Governance,Daijiworld,2
2024-02,2024,governance,Governance,Mangalorean.com,4
2024-02,2024,governance,Governance,Namma Kudla News,14
2024-02,2024,health,Health,Daijiworld,6
2024-02,2024,health,Health,Mangalore Today,2
2024-02,2024,health,Health,Mangalorean.com,2
2024-02,2024,health,Health,Namma Kudla News,13
2024-02,2024,other,Other,Daijiworld,4
2024-02,2024,other,Other,Mangalore Today,8
2024-02,2024,other,Other,Namma Kudla News,34
2024-02,2024,crime_public_safety,Public safety,Daijiworld,1
2024-02,2024,crime_public_safety,Public safety,Mangalore Today,2
2024-02,2024,crime_public_safety,Public safety,Namma Kudla News,10
2024-02,2024,flood_weather,Rain and weather,Namma Kudla News,2
2024-02,2024,road_safety,Road safety,Daijiworld,45
2024-02,2024,road_safety,Road safety,Mangalore Today,20
2024-02,2024,road_safety,Road safety,Mangalorean.com,2
2024-02,2024,road_safety,Road safety,Namma Kudla News,18
2024-02,2024,road_safety,Road safety,Other sources,1
2024-03,2024,civic_infrastructure,Civic work,Daijiworld,2
2024-03,2024,civic_infrastructure,Civic work,Mangalore Today,4
2024-03,2024,civic_infrastructure,Civic work,Namma Kudla News,29
2024-03,2024,education,Education,Mangalore Today,2
2024-03,2024,education,Education,Namma Kudla News,13
2024-03,2024,fire_emergency,Fire and emergency,Daijiworld,26
2024-03,2024,fire_emergency,Fire and emergency,Mangalore Today,2
2024-03,2024,fire_emergency,Fire and emergency,Mangalorean.com,1
2024-03,2024,fire_emergency,Fire and emergency,Namma Kudla News,1
2024-03,2024,governance,Governance,Daijiworld,1
2024-03,2024,governance,Governance,Mangalorean.com,1
2024-03,2024,governance,Governance,Namma Kudla News,14
2024-03,2024,governance,Governance,Other sources,1
2024-03,2024,health,Health,Daijiworld,2
2024-03,2024,health,Health,Mangalore Today,7
2024-03,2024,health,Health,Mangalorean.com,3
2024-03,2024,health,Health,Namma Kudla News,16
2024-03,2024,other,Other,Mangalore Today,6
2024-03,2024,other,Other,Mangalorean.com,1
2024-03,2024,other,Other,Namma Kudla News,37
2024-03,2024,crime_public_safety,Public safety,Namma Kudla News,2
2024-03,2024,flood_weather,Rain and weather,Daijiworld,2
2024-03,2024,flood_weather,Rain and weather,Mangalore Today,5
2024-03,2024,flood_weather,Rain and weather,Namma Kudla News,2
2024-03,2024,road_safety,Road safety,Daijiworld,52
2024-03,2024,road_safety,Road safety,Mangalore Today,23
2024-03,2024,road_safety,Road safety,Namma Kudla News,10
2024-04,2024,civic_infrastructure,Civic work,Daijiworld,9
2024-04,2024,civic_infrastructure,Civic work,Mangalore Today,2
2024-04,2024,civic_infrastructure,Civic work,Namma Kudla News,35
2024-04,2024,education,Education,Daijiworld,1
2024-04,2024,education,Education,Namma Kudla News,15
2024-04,2024,fire_emergency,Fire and emergency,Daijiworld,13
2024-04,2024,fire_emergency,Fire and emergency,Namma Kudla News,3
2024-04,2024,governance,Governance,Daijiworld,1
2024-04,2024,governance,Governance,Namma Kudla News,8
2024-04,2024,governance,Governance,Other sources,1
2024-04,2024,health,Health,Daijiworld,3
2024-04,2024,health,Health,Mangalore Today,7
2024-04,2024,health,Health,Mangalorean.com,2
2024-04,2024,health,Health,Namma Kudla News,27
2024-04,2024,other,Other,Daijiworld,2
2024-04,2024,other,Other,Mangalore Today,3
2024-04,2024,other,Other,Mangalorean.com,1
2024-04,2024,other,Other,Namma Kudla News,47
2024-04,2024,crime_public_safety,Public safety,Namma Kudla News,4
2024-04,2024,flood_weather,Rain and weather,Daijiworld,4
2024-04,2024,flood_weather,Rain and weather,Mangalore Today,8
2024-04,2024,flood_weather,Rain and weather,Namma Kudla News,9
2024-04,2024,road_safety,Road safety,Daijiworld,50
2024-04,2024,road_safety,Road safety,Mangalore Today,29
2024-04,2024,road_safety,Road safety,Namma Kudla News,17
2024-05,2024,civic_infrastructure,Civic work,Daijiworld,5
2024-05,2024,civic_infrastructure,Civic work,Mangalore Today,4
2024-05,2024,civic_infrastructure,Civic work,Mangalorean.com,1
2024-05,2024,civic_infrastructure,Civic work,Namma Kudla News,14
2024-05,2024,education,Education,Mangalore Today,1
2024-05,2024,education,Education,Namma Kudla News,13
2024-05,2024,fire_emergency,Fire and emergency,Daijiworld,11
2024-05,2024,fire_emergency,Fire and emergency,Mangalore Today,2
2024-05,2024,governance,Governance,Daijiworld,2
2024-05,2024,governance,Governance,Namma Kudla News,11
2024-05,2024,governance,Governance,Other sources,1
2024-05,2024,health,Health,Daijiworld,3
2024-05,2024,health,Health,Mangalore Today,9
2024-05,2024,health,Health,Namma Kudla News,31
2024-05,2024,other,Other,Daijiworld,3
2024-05,2024,other,Other,Mangalore Today,6
2024-05,2024,other,Other,Namma Kudla News,28
2024-05,2024,crime_public_safety,Public safety,Daijiworld,1
2024-05,2024,crime_public_safety,Public safety,Namma Kudla News,1
2024-05,2024,flood_weather,Rain and weather,Daijiworld,13
2024-05,2024,flood_weather,Rain and weather,Mangalore Today,19
2024-05,2024,flood_weather,Rain and weather,Namma Kudla News,14
2024-05,2024,flood_weather,Rain and weather,Other sources,1
2024-05,2024,road_safety,Road safety,Daijiworld,65
2024-05,2024,road_safety,Road safety,Mangalore Today,41
2024-05,2024,road_safety,Road safety,Namma Kudla News,17
2024-06,2024,civic_infrastructure,Civic work,Daijiworld,8
2024-06,2024,civic_infrastructure,Civic work,Mangalore Today,5
2024-06,2024,education,Education,Mangalore Today,2
2024-06,2024,fire_emergency,Fire and emergency,Daijiworld,14
2024-06,2024,fire_emergency,Fire and emergency,Mangalore Today,1
2024-06,2024,health,Health,Mangalore Today,5
2024-06,2024,health,Health,Mangalorean.com,1
2024-06,2024,other,Other,Daijiworld,1
2024-06,2024,other,Other,Mangalore Today,5
2024-06,2024,crime_public_safety,Public safety,Daijiworld,1
2024-06,2024,flood_weather,Rain and weather,Daijiworld,15
2024-06,2024,flood_weather,Rain and weather,Mangalore Today,18
2024-06,2024,road_safety,Road safety,Daijiworld,54
2024-06,2024,road_safety,Road safety,Mangalore Today,37
2024-06,2024,road_safety,Road safety,Mangalorean.com,2
2024-07,2024,civic_infrastructure,Civic work,Daijiworld,9
2024-07,2024,civic_infrastructure,Civic work,Mangalore Today,7
2024-07,2024,fire_emergency,Fire and emergency,Daijiworld,20
2024-07,2024,governance,Governance,Daijiworld,2
2024-07,2024,health,Health,Daijiworld,9
2024-07,2024,health,Health,Mangalore Today,5
2024-07,2024,health,Health,Mangalorean.com,2
2024-07,2024,other,Other,Daijiworld,6
2024-07,2024,other,Other,Mangalore Today,5
2024-07,2024,crime_public_safety,Public safety,Mangalore Today,1
2024-07,2024,flood_weather,Rain and weather,Daijiworld,23
2024-07,2024,flood_weather,Rain and weather,Mangalore Today,27
2024-07,2024,flood_weather,Rain and weather,Mangalorean.com,3
2024-07,2024,road_safety,Road safety,Daijiworld,55
2024-07,2024,road_safety,Road safety,Mangalore Today,46
2024-07,2024,road_safety,Road safety,Mangalorean.com,2
2024-07,2024,road_safety,Road safety,Other sources,1
2024-08,2024,civic_infrastructure,Civic work,Daijiworld,7
2024-08,2024,civic_infrastructure,Civic work,Mangalore Today,6
2024-08,2024,civic_infrastructure,Civic work,Suddi9,2
2024-08,2024,education,Education,Mangalore Today,1
2024-08,2024,fire_emergency,Fire and emergency,Daijiworld,5
2024-08,2024,fire_emergency,Fire and emergency,Mangalorean.com,2
2024-08,2024,governance,Governance,Daijiworld,3
2024-08,2024,health,Health,Daijiworld,3
2024-08,2024,health,Health,Mangalore Today,6
2024-08,2024,health,Health,Mangalorean.com,4
2024-08,2024,other,Other,Daijiworld,3
2024-08,2024,other,Other,Mangalore Today,11
2024-08,2024,other,Other,Other sources,1
2024-08,2024,other,Other,Suddi9,2
2024-08,2024,crime_public_safety,Public safety,Mangalore Today,2
2024-08,2024,flood_weather,Rain and weather,Daijiworld,14
2024-08,2024,flood_weather,Rain and weather,Mangalore Today,12
2024-08,2024,flood_weather,Rain and weather,Mangalorean.com,1
2024-08,2024,road_safety,Road safety,Daijiworld,49
2024-08,2024,road_safety,Road safety,Mangalore Today,31
2024-08,2024,road_safety,Road safety,Mangalorean.com,1
2024-09,2024,civic_infrastructure,Civic work,Daijiworld,10
2024-09,2024,civic_infrastructure,Civic work,Mangalore Today,9
2024-09,2024,civic_infrastructure,Civic work,Mangalorean.com,1
2024-09,2024,civic_infrastructure,Civic work,Namma Kudla News,3
2024-09,2024,civic_infrastructure,Civic work,Suddi9,8
2024-09,2024,education,Education,Daijiworld,1
2024-09,2024,education,Education,Mangalore Today,5
2024-09,2024,fire_emergency,Fire and emergency,Daijiworld,11
2024-09,2024,fire_emergency,Fire and emergency,Mangalore Today,1
2024-09,2024,fire_emergency,Fire and emergency,Mangalorean.com,1
2024-09,2024,governance,Governance,Daijiworld,1
2024-09,2024,governance,Governance,Namma Kudla News,2
2024-09,2024,health,Health,Daijiworld,2
2024-09,2024,health,Health,Mangalore Today,9
2024-09,2024,health,Health,Mangalorean.com,6
2024-09,2024,health,Health,Namma Kudla News,2
2024-09,2024,health,Health,Suddi9,1
2024-09,2024,other,Other,Mangalore Today,11
2024-09,2024,other,Other,Suddi9,1
2024-09,2024,flood_weather,Rain and weather,Daijiworld,4
2024-09,2024,flood_weather,Rain and weather,Mangalore Today,6
2024-09,2024,flood_weather,Rain and weather,Namma Kudla News,4
2024-09,2024,road_safety,Road safety,Daijiworld,59
2024-09,2024,road_safety,Road safety,Mangalore Today,33
2024-09,2024,road_safety,Road safety,Mangalorean.com,4
2024-09,2024,road_safety,Road safety,Namma Kudla News,7
2024-10,2024,civic_infrastructure,Civic work,Daijiworld,5
2024-10,2024,civic_infrastructure,Civic work,Mangalore Today,5
2024-10,2024,civic_infrastructure,Civic work,Mangalorean.com,1
2024-10,2024,civic_infrastructure,Civic work,Namma Kudla News,2
2024-10,2024,civic_infrastructure,Civic work,Suddi9,3
2024-10,2024,education,Education,Mangalore Today,1
2024-10,2024,fire_emergency,Fire and emergency,Daijiworld,7
2024-10,2024,fire_emergency,Fire and emergency,Mangalorean.com,2
2024-10,2024,governance,Governance,Namma Kudla News,1
2024-10,2024,governance,Governance,Suddi9,3
2024-10,2024,health,Health,Daijiworld,2
2024-10,2024,health,Health,Mangalore Today,7
2024-10,2024,health,Health,Mangalorean.com,6
2024-10,2024,health,Health,Namma Kudla News,10
2024-10,2024,other,Other,Daijiworld,1
2024-10,2024,other,Other,Mangalore Today,2
2024-10,2024,crime_public_safety,Public safety,Daijiworld,1
2024-10,2024,flood_weather,Rain and weather,Daijiworld,4
2024-10,2024,flood_weather,Rain and weather,Mangalore Today,4
2024-10,2024,flood_weather,Rain and weather,Namma Kudla News,12
2024-10,2024,road_safety,Road safety,Daijiworld,49
2024-10,2024,road_safety,Road safety,Mangalore Today,52
2024-10,2024,road_safety,Road safety,Mangalorean.com,4
2024-10,2024,road_safety,Road safety,Namma Kudla News,17
2024-11,2024,civic_infrastructure,Civic work,Daijiworld,9
2024-11,2024,civic_infrastructure,Civic work,Mangalore Today,4
2024-11,2024,civic_infrastructure,Civic work,Mangalorean.com,1
2024-11,2024,civic_infrastructure,Civic work,Namma Kudla News,1
2024-11,2024,civic_infrastructure,Civic work,Suddi9,3
2024-11,2024,fire_emergency,Fire and emergency,Daijiworld,7
2024-11,2024,fire_emergency,Fire and emergency,Mangalore Today,3
2024-11,2024,governance,Governance,Daijiworld,2
2024-11,2024,governance,Governance,Namma Kudla News,1
2024-11,2024,health,Health,Daijiworld,4
2024-11,2024,health,Health,Mangalore Today,3
2024-11,2024,health,Health,Mangalorean.com,7
2024-11,2024,health,Health,Namma Kudla News,5
2024-11,2024,other,Other,Mangalore Today,9
2024-11,2024,crime_public_safety,Public safety,Daijiworld,2
2024-11,2024,crime_public_safety,Public safety,Mangalore Today,1
2024-11,2024,flood_weather,Rain and weather,Daijiworld,2
2024-11,2024,flood_weather,Rain and weather,Mangalore Today,1
2024-11,2024,flood_weather,Rain and weather,Namma Kudla News,4
2024-11,2024,road_safety,Road safety,Daijiworld,52
2024-11,2024,road_safety,Road safety,Mangalore Today,39
2024-11,2024,road_safety,Road safety,Mangalorean.com,2
2024-11,2024,road_safety,Road safety,Namma Kudla News,3
2024-12,2024,civic_infrastructure,Civic work,Daijiworld,7
2024-12,2024,civic_infrastructure,Civic work,Mangalore Today,3
2024-12,2024,civic_infrastructure,Civic work,Namma Kudla News,4
2024-12,2024,civic_infrastructure,Civic work,Suddi9,2
2024-12,2024,education,Education,Namma Kudla News,1
